,game_id,year,season,speaker,receiver,message,receiver_annotation,sender_annotation,score_delta
2327,1,1906,Winter,france,austria,"If it were me, I don't think it is fair that Italy has 10 supply centers and you have 6. When I was trying to work with Italy, Italy demanded I gave him one supply center each year. Looks like they are doing the same with you. I dunno, seems kind of draconian if you ask me.",True,True,-5
2328,1,1906,Winter,france,austria,Maybe you can ask for Trieste back?,True,True,-5
2329,1,1906,Winter,austria,france,There are discussions ongoing regarding balancing things out with me picking up some of the eastern dots.,True,True,5
2330,1,1906,Winter,france,austria,Are you aware of Italy manufacturing the agreement for England leaving Russia alone in Sweden and St. Petersburg?,True,True,-5
2331,1,1906,Winter,austria,france,"That's what I've been told by England, but I'm not sure how much to believe it.",NOANNOTATION,True,5
2332,1,1907,Spring,france,austria,I know you trust Italy a ton and it's clear you have a great relationship. So this must be really hard to hear. But you have to stab Italy this turn or he soloes. Germany and England are fighting and I'm Italy's janissary. No stalemate lines in sight. You won't get another chance after this.,True,True,-5
2333,1,1907,Winter,france,austria,"My gift to you is willingly suiciding so that England and Germany have a chance to stop Italy in the West. Please don't waste it, though I won't be there to see it 🙂 .",NOANNOTATION,True,-3
2334,1,1901,Spring,russia,england,"Good morning!  Best of luck to you, and let me know how we can best avoid any unnecessary and unproductive entanglements.  😃",True,True,1
2335,1,1901,Spring,england,russia,"Best of luck to you as well! I'm likely opening north and I have my eye on Norway for the fall. However, this may be dependent on some discussion with France. Can I ask where you're planning to send your Moscow army this Spring?",True,True,-1
2336,1,1901,Spring,russia,england,"My initial inclination is to focus on the South.  I do have to weigh that over concerns of you opening full north, but hopefully we can stay on the same page.  I am of course much happier if you indicate you're going to put a fleet in Nwy.",NOANNOTATION,True,1
2337,1,1901,Spring,england,russia,"That's fair enough. I'm talking to France now about Belgium, as my army is pretty useless just hanging around the island. I can't commit to leaving my army off of Nwy just yet. Let me get back to you when I hear from France about Belgium.",True,True,-1
2338,1,1901,Spring,russia,england,Sounds great.  Good luck in your French negotiations!,True,True,1
2339,1,1901,Spring,england,russia,"Belgium definitely on the table but still not confirmed. Germany is acting like a big hot-head btw. Threatening war from the outset. If they don't calm down, maybe we can talk about helping you into Denmark next year.",True,True,-1
2340,1,1901,Fall,england,russia,"HI, I may be sending an army to Norway this fall, as it looks like France is trying to go to Belgium. However, I have no intention of going to St. Petersburg. I'd actually be more interested in Denmark, if you'd be willing to support that. This would be on the condition that I would help you into Berlin by cutting support in Kiel.",True,True,-1
2341,1,1901,Fall,russia,england,"No worries, mate - we're looking fine, so you do what you need to do 😃",True,True,1
2342,1,1901,Fall,england,russia,"Alright, well we can chat about Denmark next year then.",True,True,-1
2343,1,1901,Winter,england,russia,"Hi, sorry to see the trouble with Turkey. Let's have a chat about St. Petersburg and Denmark.",True,True,-1
2344,1,1901,Winter,russia,england,"Shouldn't be too much worry 😊
I'm certainly not looking to start any issues with you. What are you thinking about Denmark?",True,True,1
2345,1,1901,Winter,england,russia,"I don't know your thoughts on aggression against Germany at this juncture, but either of us could support the other into Denmark. This would likely cause a disband since I suspect Kiel will be occupied.",True,True,-1
2346,1,1901,Winter,russia,england,"I'm not necessarily opposed, as long as my other border gets priority attention 😃",True,True,1
2347,1,1902,Spring,russia,england,"Ok, all things being equal, I'm not opposed to popping Denmark, especially if you use the move to back off one of those northern units.",NOANNOTATION,True,1
2348,1,1902,Spring,england,russia,"So, like vacate Norway? Or would you be on board with convoy army to denmark and then move NWG to Nwy?",True,True,-1
2349,1,1902,Spring,england,russia,"My preferred move would be Nth to Den, and Lon to Nth, but I understand if that seems a bit aggressive.",True,True,-1
2350,1,1902,Spring,russia,england,"I was thinking either nwy to den with nwg going to Norway, or the fleets in, filling North from Norwegian, but either way. I'll be driving for a couple hours, so you have a little time to think and let me know who the mover is.",True,True,1
2351,1,1902,Spring,russia,england,Back online - final decision on mover?,True,True,1
2352,1,1902,Spring,england,russia,I'm going for it in fall. Will you still be in Sweden?,True,False,-1
2353,1,1902,Spring,russia,england,"I will.  Will you still be in Norway?  If so, I'm inclined to order Swe -> Nwy just to build trust with Germany.",True,True,1
2354,1,1902,Spring,england,russia,Go for it.  I'll support hold from NWG just in case.,True,True,-1
2355,1,1902,Spring,england,russia,Actually the support hold is unnecessary. Some reason I was thinking Denmark could theoretically support you in. I may do it anyways for kicks.,True,True,-1
2356,1,1902,Spring,russia,england,I wasn't going to point out there was no possible support on Norway.  😀,True,True,1
2357,1,1902,Spring,england,russia,Hi! Looks like it was a productive Spring for you. Are you still on board to support me into Denmark? I imagine that Germany will be looking for a friend in you.,NOANNOTATION,True,-1
2358,1,1902,Spring,russia,england,"Yep. Just tell me the mover. I'd somewhat prefer it to be Norway, for obvious reasons",True,True,1
2359,1,1902,Spring,england,russia,Plan is to convoy norway army to denmark and move NWG to Norway.,True,True,-1
2360,1,1902,Spring,england,russia,Sound good to you?,True,True,-1
2361,1,1902,Spring,russia,england,"Sounds great to me. Happy hunting!
Next year I should be able to drop to Baltic if you want to keep pushing",NOANNOTATION,True,1
2362,1,1902,Fall,england,russia,"Great. I've entered my moves in. NWG to Nwy, Nwy to Den, NTH convoy Nwy to Den, HEL to Kie. So I'll be expecting Swe support Nwy to Den from you.",True,True,-1
2363,1,1902,Fall,russia,england,"(checking)
Yep, order's in the box!",True,True,1
2364,1,1903,Spring,england,russia,"Hi, thanks for the help into Denmark! What’s your plan in the north for this year?",True,True,-1
2365,1,1903,Spring,russia,england,Was debating whether to drop into the Baltic,True,True,1
2366,1,1903,Spring,russia,england,Any thoughts? You looking to keep pushing on Germany?,True,True,1
2367,1,1903,Spring,england,russia,"It’s a little complicated. I’m starting to worry about a stab from france after the build in brest. If i can focus on it, we’re probably talking getting me into kiel and you into berlin.",True,True,-1
2368,1,1903,Spring,russia,england,"Ok, I'll play it loose",True,True,1
2369,1,1903,Spring,england,russia,I’ll keep you posted if my plans solidify,True,True,-1
2370,1,1903,Fall,england,russia,Great minds think alike! Shall we have a chat before our Spring moves?,True,True,-1
2371,1,1903,Fall,russia,england,Indeed.,True,True,1
2372,1,1904,Spring,russia,england,So... Moving forward. How do you want to handle this?,NOANNOTATION,True,2
2373,1,1904,Spring,england,russia,"Well, what are your intentions on the German front this year?",NOANNOTATION,True,-2
2374,1,1904,Spring,russia,england,"To be perfectly Frank, looks like my attention is needed to the South. The couple units up north can be flexible in their use.",True,True,2
2375,1,1904,Spring,england,russia,I'd be happy to repeat the same bounce we just did twice this year. Does that tie up units you'd like to send elsewhere?,True,True,-2
2376,1,1904,Spring,russia,england,"Nope, that's fine for this season. We can reevaluate when we see what the rest of the board does",True,True,2
2377,1,1904,Spring,england,russia,"Great, I’ll plan on the repeat bounce this spring, and it sounds like we’ll chat about it again for fall moves",True,True,-2
2378,1,1904,Fall,england,russia,bounce again?,True,True,-2
2379,1,1904,Fall,england,russia,???,True,True,-2
2380,1,1904,Fall,russia,england,Happy to bounce,True,True,2
2381,1,1904,Fall,russia,england,"Sorry, forgot to send earlier",True,True,2
2382,1,1904,Fall,england,russia,sounds great.,True,True,-2
2383,1,1904,Fall,england,russia,no worries,True,True,-2
2384,1,1905,Spring,russia,england,I would prefer not to repeat the bounce this turn.,True,True,0
2385,1,1905,Spring,england,russia,"Haha. Yeahh, you've left it pretty wide open in the north. What do I get out of showing restraint? Just a less powerful Austria?",True,True,0
2386,1,1905,Spring,russia,england,I have them stopped dead as long as you show restraint. 😀,True,True,0
2387,1,1905,Spring,england,russia,"Well, you need to make sure Germany doesn't cut support in Sil, right?",NOANNOTATION,True,0
2388,1,1905,Spring,england,russia,Also germany needs to not take that fleet to sweden,True,True,0
2389,1,1905,Spring,russia,england,True.,True,True,0
2390,1,1905,Spring,england,russia,I'm also thinking a bit long term for you. That next build probably comes from Germany. But you also need my help to get it. And I'm pretty friendly with germany right now.,True,True,0
2391,1,1905,Spring,russia,england,"To be perfectly frank, I'm kinda happy being a stone wall for the moment. And make no mistake -there's potential for some fun fuckery on my part down south",True,True,0
2392,1,1905,Spring,england,russia,What's a scenario in which you get a build in the south?,True,True,0
2393,1,1905,Spring,england,russia,Rum?,True,True,0
2394,1,1905,Spring,russia,england,"If they screw up, yes. More likely the count stays static but they have to keep scrambling and keep their units tied up there",True,True,0
2395,1,1905,Spring,russia,england,Should be fun!,True,True,0
2396,1,1905,Fall,england,russia,Looked like fun. I guess you won't be getting that build this year though.,True,True,0
2397,1,1905,Fall,russia,england,"Oh, probably not -they'd have to really screw the pooch to let me build. But it is fun to keep them tied up.",True,True,0
2398,1,1905,Fall,england,russia,You can prevent a build though. Are you already planning this?,True,True,0
2399,1,1907,Spring,england,russia,"Hey, just wanted to check in and see how things were going. I’ve been enjoying our friendly north so far.",True,True,0
2400,1,1907,Spring,russia,england,"Boring at the moment, but steady. Either Austria will realize his ass is hanging in the wind or Italy will get greedy, and either way the front opens up.",NOANNOTATION,True,0
2401,1,1907,Winter,russia,england,"Oh, gdi. Yes, I realize you need the build",True,True,-1
2402,1,1907,Winter,england,russia,"Yeah sorry to open the floor to discussion with a stab. I did need the build, and getting two was far from a guarantee for me (even though it turned out that way). I think we have a lot to discuss. How are you feeling about the state of the board?",True,True,1
2403,1,1907,Winter,russia,england,"I'm kinda happy there's finally some movement, to be honest. And Austria's finally responding to messages after a two year silence. I think we're on a stop the leader phase which does have some opportunities for us, specifically",True,True,-1
2404,1,1907,Winter,england,russia,"I agree. Running through some tactics, I see that Italy can hold his western dots until he's forced to disband. I think we'll need to see two disbands, maybe three, before we can break through.",True,True,1
2405,1,1908,Spring,england,russia,"Hi. Given that the beta test ends in 1909, wanted to check in about your goals (i.e. thoughts on a draw?)",True,True,1
2406,1,1908,Spring,russia,england,"To be honest, I totally forgot about the end date.  I dunno - the only person who can even theoretically be removed by then is Austria, so we'll just see how that shakes out",True,True,-1
2407,1,1908,Spring,england,russia,"Yeah I think he said 1910 if we really wanted. But we are just the beta test. Italy austria and I have agreed on a 5-way draw. Germany wants to play out, but might be swayed if everyone else is on board.",True,True,1
2408,1,1908,Spring,russia,england,"Ah, good point - I have the draw set now.",True,True,-1
2409,1,1908,Spring,england,russia,"Me too. Do you know how the draws get resolved? Germany is the last hold-out, and I think she's skeptical that she'll get duped somehow if she sets it as such. I thought it's just that play proceeds as normal unless everybody agrees to the same thing.",True,True,1
2410,1,1908,Spring,russia,england,"That's correct - it will only pass if it's unanimous, or at least until everyone's draw setting is compatible.  For example, if four set it as four way draw, and one set as surrender, that's compatible with a four way draw excluding the surrendering power",True,True,-1
2411,1,1908,Spring,england,russia,"Reply all to Italy's message: First, if you didn't get a message from Italy claiming to have been sent to the whole board, please let me know. I'm down for the draw that he has proposed. I'd also like to add that I'll be checking the ""Adjudicate once all powers have issued orders"" box. If everyone does this maybe we don't have to wait until Sunday night to have this resolved! I'm not so confident as to issue a hold for all of my units, but will be submitting for the 5-way draw. Really enjoyed playing with you all, but I'm exhausted and ready to finish and see the stats.",True,True,1
2412,1,1908,Winter,england,russia,"So I'm guessing it's italy holding out on the draw. I figure he proposed it to make the board lazy about collaboration, and he's secretly still trying to hit 18. Germany and I are collaborating to hold him off until the end.",NOANNOTATION,True,1
2413,1,1909,Spring,russia,england,I concur,True,True,-1
2414,1,1909,Spring,russia,england,And I'm trying like hell NOT to kill Austria in the process,True,True,-1
2415,1,1909,Spring,england,russia,Good luck. Have you heard from Italy at all? He hasn’t responded back to me,True,True,1
2416,1,1909,Spring,england,russia,"Also, are you able to cut Tyr support to prevent Italy from getting to Mun?",True,True,1
2417,1,1909,Spring,england,russia,"(not necessary, but would free up Ruh)",True,True,1
2418,1,1909,Spring,russia,england,Nope. Haven't heard a thing from him,True,True,-1
2419,1,1909,Spring,russia,england,"... Yes, that doesn't materially change the odds I lose Trieste.",True,True,-1
2420,1,1909,Spring,england,russia,"Ok, great. I think things should work out with me and germany holding down the fort. He really is close to getting 18, but I don’t think he can quite get there in time.",True,True,1
2421,1,1901,Spring,russia,turkey,"Hey there!  Just your friendly neighborhood Russian Bear here, checking in and letting you know communication channels are open.  
I assume we're looking at a standard Black Sea bounce, see how the rest of the Spring board looks, and going from there?",True,True,1
2422,1,1901,Spring,turkey,russia,Hi yes happy to bounce Black Sea 🌊 what are your thoughts on austria?,True,True,-1
2423,1,1901,Spring,russia,turkey,"Betrayed?  Bewildered?  Wrong answer?
Seriously, no real opinion formed yet.  He was first to reach out, standard fairly neutral greeting and fishing for info, noncommittal on plans  beyond bouncing Galicia and trying not to anger any of his neighbors.  I could go either way on that one.  Life is a little easier for us if we clear that early.
So far the only player that strikes me as a bit of a wildcard is Italy.  I suspect that one's going to move aggressively and erratically once he picks a direction - and that could be good or bad, depending.",NOANNOTATION,True,1
2424,1,1901,Spring,turkey,russia,Ok bounce in the black and let us assess in the fall,True,True,-1
2425,1,1901,Fall,russia,turkey,*sigh*. This doesn't seem like the most productive way forward for either of us.,True,True,1
2426,1,1901,Fall,turkey,russia,I have been playing a lot of gunboat lately,True,True,-1
2427,1,1901,Fall,turkey,russia,Take Romania I will not hinder it in any way,True,True,-1
2428,1,1901,Spring,russia,france,"Salut!
Just checking in, letting you know the embassy is open, and if you decide to move in a direction I might be able to get involved in, we can probably come to a reasonable arrangement on cooperation.
Bonne journée!",True,True,1
2429,1,1901,Spring,france,russia,Hey! I'm pretty flexible. Do you like to open north or against Germany?,True,True,-1
2430,1,1901,Spring,russia,france,Not especially - depends on how squirrelly the English player comes off in initial negotiations.  So far he's scanning as moderately squirrelly 😃,True,True,1
2431,1,1901,Spring,france,russia,Haha 😂. Moderately squirrelly is pretty accurate.,True,True,-1
2432,1,1901,Spring,france,russia,"Checking back in before the deadline- it's a bit uncertain in the West, and it would be interesting to hear about your read.",True,True,-1
2433,1,1901,Spring,russia,france,"Looks like Italy's gonna head away from you pretty aggressively.  England still strikes me as squirrelly - he says he's super-concerned about Germany, but I'm not sure I'm buying that.",True,True,1
2434,1,1901,Spring,france,russia,"Thanks- that's great to hear and is confirming what I have been gathering. England is especially hard to read and I'm not sure I buy that either, but at least he's also telling me that he is worried about Germany.",True,True,-1
2435,1,1901,Fall,france,russia,Looking good for you since you will be able to pick up Sweden. The lack of northern German prescence might mean a greater opportunity in Scandinavia for you. What were your thoughts about turkey's move to Armenia?,NOANNOTATION,True,-1
2436,1,1901,Fall,russia,france,"Хрен знает?
I'm not thrilled with it, to be sure.",True,True,1
2437,1,1902,Spring,france,russia,"I am worried that England and Germany are working together, which would be bad for both of us. I wonder if we can convince England to take Denmark? Perhaps by pointing out the threats in the south, and the need to prop you up.",True,True,0
2438,1,1902,Spring,france,russia,Just wanted to say that your moves this turn were really something. Well played!,True,True,0
2439,1,1902,Spring,russia,france,You as well. Looks like you have your territory well defended now.,True,True,0
2440,1,1902,Spring,france,russia,"Yeah, for sure. Last season I was in panic mode, but it looks like the tables have turned with England choosing to fight Germany instead of team up with him.",True,True,0
2441,1,1902,Spring,russia,france,You're welcome on that one. 😀,True,True,0
2442,1,1902,Spring,france,russia,"Haha- thank you! Didn't realize you were pulling strings behind the scenes, but I really appreciate you doing so.",True,True,0
2443,1,1902,Spring,russia,france,"Hey, I needed him focused elsewhere than St Pete, and that was a direction I could help in",True,True,0
2444,1,1902,Spring,france,russia,👍,True,True,0
2445,1,1903,Fall,france,russia,"I'm not sure what is happening in the West anymore. Some of it is due to the bot being down, but England's moves were pretty shocking to see. Any thoughts?",True,True,0
2446,1,1903,Fall,russia,france,"Not strong ones. I feel like I need to cover my ass, but aside from that?",True,True,0
2447,1,1903,Fall,france,russia,"Yeah, I feel that too. With England withdrawing I'm assuming you are no longer hitting Germany with your units, unless you have Italian help. If that is the case I might also stop aggravating Germany",True,True,0
2448,1,1903,Fall,russia,france,I am not pressing Germany this turn.,NOANNOTATION,True,0
2449,1,1903,Fall,russia,france,"Yeah, that turn went about as I expected.",NOANNOTATION,True,0
2450,1,1904,Spring,france,russia,Should we throw to AI?,True,True,-1
2451,1,1904,Fall,russia,france,"Maybe?  I mean, I'm not opposed",True,True,1
2452,1,1904,Winter,france,russia,"I am starting to get frustrated with England, who has not replied to my messages for over a year while clowning around instead of helping stop the Italy Austria alliance. What's stopping me from throwing is Germany asking me not to. And then she took Belgium, lol.",True,True,0
2453,1,1904,Winter,france,russia,Not sure what my game plan is here. Right now I'm working on getting Germany to build a fleet. My theory is that if Germany can pivot towards England then it may be a salvageable game. Eliminating England ASAP and there's a possibility we can end up in a draw once AI tensions build. But that is impossible if they see a weak north full of infighting that they can just roll over- then they have no reason to ever turn on eachother.,True,True,0
2454,1,1904,Winter,russia,france,"Yep.  I have the south stopped cold at this point - and I told Austria after the Winter turn they would get two and then be stuck - but that means y'all gotta work your shit out and lock the other side, or this is an AI steamroll",True,True,0
2455,1,1904,Winter,russia,france,"And if England starts nibbling from behind, this'll become the easiest throw ever",True,True,0
2456,1,1901,Spring,england,turkey,Hi Turkey! Wishing you good luck this game. Wanted to ask what your plans are for relations with Russia.,True,True,0
2457,1,1901,Spring,turkey,england,Hi well depends if austria is on board brobably containment,True,True,0
2458,1,1901,Spring,england,turkey,"That sounds like a good plan. Russia has indicated to me that they're looking south (so long as I don't cause too much trouble), so I would be prepared. Have you all come to an agreement on the black sea?",NOANNOTATION,True,0
2459,1,1901,Spring,turkey,england,It’s a bounce in the black,True,True,0
2460,1,1901,Spring,england,turkey,"Cool, thanks for the info! Mostly just trying to get a sense for whether you and Russia are in cahoots and preparing to mow over the whole board.",True,True,0
2461,1,1901,Fall,turkey,england,Probably not,True,True,0
2462,1,1901,Spring,england,france,Bonjour! Let's talk about the English channel!,True,True,0
2463,1,1901,Spring,france,england,Sure! What are your thoughts on it?,True,True,0
2464,1,1901,Spring,england,france,I'd like to leave it unoccupied. A fight early on is bad for both of us.,True,True,0
2465,1,1901,Spring,france,england,"Makes sense. I agree, a DMZ is good for us both. I know that getting armies off of the island is pretty important for you. Depending on how it plays out we could talk about Belgium. Any thoughts on your other neighbors Germany and Russia?",True,True,0
2466,1,1901,Spring,england,france,"Cool, I'd like to then agree now to a DMZ in the channel through the end of 1902, and we can re-discuss that year about future plans. Are you on board? If so, will your fleet go to MAO?

Haven't heard from Germany yet. I've been honest with Russia about going north, and Russia has expressed some concerns. Doesn't want me to bring my army to Nwy. So, Belgium may be a home I'm interested in if that's on the table.",True,True,0
2467,1,1901,Spring,england,france,Wow Germany threatens war with me in the first message haha,True,True,0
2468,1,1901,Spring,france,england,"Yes, and yes. I will open to MAO. If Russia is adamantly against you putting an army in Norway, it might be worth it to not antagonize him provided that Russia and Germany are not working together. Belgium is definitely on the table",True,True,0
2469,1,1901,Spring,france,england,"Interesting haha, that is unusual",True,True,0
2470,1,1901,Spring,england,france,"Yeah, something tells me that player may be a little unpredictable. Sounds good on the agreement.

For Belgium, is there something you would want from me for you to give that up? Are you saying you may consider supporting me in? I don't think Germany will be thrilled about me being there.",True,True,0
2471,1,1901,Spring,france,england,"Yes, depending on how the spring plays out I may be in a position to support you into Belgium. I don't think it would be conditional on something you do, but rather if it makes sense given the positions in the Fall. Maybe building an army in London rather than a fleet, which likely compliments your goals anyway given the channel DMZ. I think you are right in that Germany would not want to see you in Belgium. If it will antagonize him anyway, it might make sense for us to launch a full out assault in the Fall (this would probably look like bouncing Holland to weaken the German position).",NOANNOTATION,True,0
2472,1,1901,Spring,england,france,"All of that makes sense. Let's revisit before the fall orders then. I wouldn't be totally opposed to the idea of an attack on Germany, especially if he's not willing to engage in any meaningful discussion.",True,True,0
2473,1,1901,Spring,england,france,FYI Germany has indicated he is taking his fleet to Holland in the Spring.,True,True,0
2474,1,1901,Spring,france,england,"Thanks for the heads up! That is an interesting choice, I think it may indicate a Russia/Germany agreement of some kind as it means Russia will be getting Sweden.",True,True,0
2475,1,1901,Spring,england,france,"Yeah, you may be right. Have you heard from Germany at all? Or Russia?",True,True,0
2476,1,1901,Spring,france,england,"I have, but nothing much. Seems like they are withholding information from me.",NOANNOTATION,True,0
2477,1,1901,Spring,england,france,"Yeah I'm not getting much from them either. In a remote game it's hard to tell if people are being quiet on purpose or just not making themselves available on the chat. (This is my first time playing remote, so a bit of a different experience for me).",True,True,0
2478,1,1901,Spring,france,england,"Yeah, that is definitely one of the downsides of online diplomacy. By the way, we're still good with the channel, right? I know you must be anxious if Germany and Russia are not talking to you much, but I have to stress that this is not because I am working with them, and I am not moving to the channel.",True,True,0
2479,1,1901,Spring,england,france,"I am not going to the channel. We've agreed to keep out at least through the end of 1902, and I plan to uphold this. However, that message did make me a little nervous about your plans. Breaking an explicit agreement like that is cause for war in my book.",True,True,0
2480,1,1901,Spring,france,england,That wasn't my intention at all and I am very glad that we are on the same page. Sorry if it came across like I don't trust you: I trust you which is why I hoped to bring up any potential worries before they happen. I could have worded it better 😅 .,True,True,0
2481,1,1901,Spring,england,france,No worries. I did click the thumbs up on your message haha. Just wanted to be clear about the consequences of a stab.,True,True,0
2482,1,1901,Spring,france,england,👍,True,True,0
2483,1,1901,Fall,england,france,Glad to see our commitment upheld. Seems like you may have your sights set on Belgium.,True,True,0
2484,1,1901,Fall,france,england,"Likewise! The rest of the map has been interesting. What's your read on the map? For me, I think that a supported attack on Belgium is likely the move given the spring turn.",NOANNOTATION,True,0
2485,1,1901,Fall,england,france,"My read: Germany gets a pretty good start, facing only a bit of aggression from you.. Austria and Turkey are likely agreed to stand strong against Russia. However, I think there's a chance that Turkey is sort of overselling their ""opposition"" to Russia moving to Arm. There may be a juggernaut alliance in the works. Probably no real conflict between Austria and Italy. Maybe they'll bounce in Trieste. Austria has a pretty good start if he can secure Greece.",True,True,0
2486,1,1901,Fall,england,france,Do you plan to take Belgium from Pic or Bur?,True,True,0
2487,1,1901,Fall,france,england,"This is all true. I think I will likely be taking it from Picardy, but I'm not sure yet.",NOANNOTATION,True,0
2488,1,1901,Fall,england,france,And here I thought Belgium was on the table. I guess it's already on your plate then? What's to stop me from working with the Germans to keep you out?,True,True,0
2489,1,1901,Fall,france,england,"Belgium IS on the table. But I didn't expect these spring moves, and with the way the map looks, I think you need to convince me that it would be worth it for me to be on 4 with you on 5. Totally different discussion if Italy is in Tyrolia, or if Germany bounced me out of Burgundy",False,True,0
2490,1,1901,Fall,france,england,"I'm looking at it from your point of view too, I think you have options other than Belgium, right? You could take Denmark for example.",False,True,0
2491,1,1901,Fall,england,france,"I can't take Denmark by force, and Germany isn't keen on letting me have it. The way I see it you'll easily take Portugal next year (assuming you go Spain s.c. with your fleet). And that line on Pic-Bur-Mar (assuming you build there) would make you really strong. Meanwhile I'm struggling to find a fifth supply center next year. Russia probably helps out germany with Denmark. So I'm looking at St. Petersburg at that point?",True,True,0
2492,1,1901,Fall,england,france,What can you offer to balance this out if I let you in?,True,True,0
2493,1,1901,Fall,france,england,"I've had some time to think about it since the bot was down, and you are right about concerns over fairness. At the end of the day, the plan doesn't matter unless you are on board with it. If you are going to demand Belgium I'd rather support you in than bounce with you.",True,True,0
2494,1,1901,Fall,france,england,"If you can forgo Belgium this turn, we do have an opportunity to put you into Holland and/or Denmark next year, and that will quickly snowball into Scandinavia, Kiel, etc.",False,True,0
2495,1,1901,Fall,england,france,You're suggesting I get a fleet in NTH and HEL? I think that's the only way to make that work. I would want no fleet built in Bre and our DMZ extended through at least the end of 1903. And probably one other country on board with the takedown. If we're stabbing Germany we should make sure she's taken out swiftly.,True,True,0
2496,1,1901,Fall,france,england,"I think that's the best way to do it, yeah. I agree to no fleet build in Brest and an extension to our DMZ to the end of 1903. The one thing I cannot guarantee is another country involved in the take down, but the best suspects would likely be Russia followed by Italy.",True,True,0
2497,1,1901,Fall,england,france,"Yeah, I was thinking Russia. This may be something to talk about next year, as we're running out of time here.",True,True,0
2498,1,1901,Fall,france,england,"Cool. I am happy to broach the subject when we are ready to. Especially if this turn goes well, he may be more inclined to help next year.",True,True,0
2499,1,1901,Fall,england,france,Hmm what if germany bumps me in Nth or HEL?,True,True,0
2500,1,1901,Fall,france,england,"I was thinking this, and if you supported yourself into the North Sea through Norway you would just have to worry about being bounced out of Hel, which I think would be highly unlikely unless the plan is leaked. But the other option that is perhaps safer would be to move to Skaggerak, which Germany can't bounce",NOANNOTATION,True,0
2501,1,1901,Fall,england,france,"I really don't think it's that unlikely. That Holland fleet has two places to go, and I expect it to move. Assuming a build in Kiel, Germany can bounce in Holland to block your entry. Also, I was planning to bring an army to Norway, so I wouldn't have the support to the North sea.",True,True,0
2502,1,1901,Fall,england,france,"This is too big a risk for me. My preferred move is to Belgium. I understand this may warrant doing a couple of favors for your next year in return. But I just feel too exposed otherwise. I'm about to head out for the evening and I have my move set for Belgium. I'm hoping for your support into there, but I understand if you can't provide it.",True,True,0
2503,1,1901,Fall,france,england,Ok. What unit is moving to Belgium?,True,True,0
2504,1,1901,Fall,england,france,The fleet,True,True,0
2505,1,1901,Fall,france,england,Ok. And do you know what Germany will do with Holland this turn?,True,True,0
2506,1,1901,Winter,france,england,Interesting,True,True,1
2507,1,1901,Winter,england,france,"Yeah, i actually botched my move because i forgot to click submit in the browser :/. Not that it would have made a difference. Hope you’re enjoying Belgium.",False,True,-1
2508,1,1901,Winter,france,england,"I didn't expect to get Belgium. I incorrectly inferred from all the information I had that Germany would support you into Belgium and tap Burgundy, so in order to not lose the support I decided to make Burgundy the mover.",True,True,1
2509,1,1901,Winter,france,england,"I mean. If anything, you are in a better position for not having moved there. I'm surprised it was a misorder. You've successfully put Germany and I into conflict and can pick off the remains.",False,True,1
2510,1,1901,Winter,france,england,Another note. I would have put you into Belgium without hesitation if it was an army OR if I knew that Germany was not planning to support you in with Holland.,False,True,1
2511,1,1901,Winter,england,france,"Yeah i’m not really buying that i’m the big winner here, so you can save your breath. If you want an ally against germany, I’d like to start hearing some ideas about what that relationship looks like.",True,True,-1
2512,1,1901,Winter,france,england,"Not saying you are the big winner, I'm saying that your misorder was probably a good thing. Before we get into the details of an alliance against Germany, I think it's worth noting that the AI alliance is going to absolutely roll over Russia/Turkey, and so if you take Russia's dots that are easy to take, I think it will be helping Germany/Austria/Italy more than it helps you.",True,True,1
2513,1,1901,Winter,france,england,"I really think that we should get Russia on board, and it should be super easy to do. Just say that as long as Sweden helps you take Denmark, you won't take StP or Sweden for the time being. We could even put Russia into Denmark.",True,True,1
2514,1,1901,Winter,france,england,"I dunno if we actually have so much to work together on. If you build fleets and attack the coast, I'll be distracting all his armies. I need to devote all my resources to containing Germany's armies anyway. I think you guarantee Denmark next turn if we're clever about it.",True,True,1
2515,1,1901,Winter,france,england,"If Germany builds Fleet Kiel, we can support a convoy into Holland. But I think he'll be building armies- that's just intuition, I haven't been able to reach Germany and he's hard to talk to.",False,False,1
2516,1,1901,Winter,france,england,"Long term I think this looks like a Russia holding off Austria/Italy with Turkey being lepantoed, and then if we hit Germany hard with Russian help then we have a good shot of making it to the midgame and preventing AI from 2-way the board.",True,True,1
2517,1,1901,Winter,england,france,Ok I'll respond over a few messages so I don't kill the bot.,True,True,-1
2518,1,1901,Winter,england,france,"I agree Russia and Turkey are in trouble, but I think Russia is more vulnerable. I actually think it's possible that Turkey and Austria are friendly. Maybe the lepanto will be set up but won't come to fruition. If I were to add more pressure in the North, I think it's a really bad time for Russia overall. This gives me some leverage in negotiating with Russia.",True,True,-1
2519,1,1901,Winter,england,france,"I agree on our limited opportunities for direct collaboration next year. However, I'd like to hear what your builds are going to be. A fleet in Brest would make me worried about you and Germany collaborating on an invasion.",True,True,-1
2520,1,1901,Winter,england,france,How is denmark a guarantee when Germany can support from Kiel?,True,True,-1
2521,1,1901,Winter,england,france,Ok I think that's all of my messages for now.,True,True,-1
2522,1,1901,Winter,france,england,"It's possible, but I think Austria and Turkey are not friendly given the fact that Austria did not move Serbia to Rumania and Turkey tried to support that move. Russia is definitely still in trouble, though the target might be Turkey first.",True,True,1
